Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C806,100n,C_0402_1005Metric,173.609000,-89.789000,0.000000,top
C807,100n,C_0402_1005Metric,140.220700,-94.919800,180.000000,top
C808,10p,C_0402_1005Metric,149.364700,-114.160300,0.000000,top
C809,10p,C_0402_1005Metric,159.588200,-113.398300,0.000000,top
C810,100n,C_0402_1005Metric,175.653700,-84.886800,0.000000,top
C811,100n,C_0402_1005Metric,140.843000,-101.841300,180.000000,top
C812,100n,C_0402_1005Metric,168.097200,-78.282800,0.000000,top
C813,100n,C_0402_1005Metric,154.000200,-107.365800,180.000000,top
C814,2.2uF,C_0603_1608Metric,160.032700,-115.874800,90.000000,top
C815,100n,C_0402_1005Metric,162.306000,-77.216000,0.000000,top
C816,100n,C_0402_1005Metric,157.937200,-108.191300,270.000000,top
